tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
2000,197,0.0274,259,0.4836,0.4889,0.4295,0.4188,0.9148,0.286074,-0.3459,0.4116,479,63091.9,1298.7,0.0004,4
4000,1853,0.2574,1956,0.4550,0.7090,0.2590,0.1548,0.3943,0.145467,-0.2328,0.3105,1663,482475.6,751.7,0.0015,8
6000,3240,0.4500,4164,0.4479,0.7009,0.2497,0.1590,0.5532,0.093488,-0.0331,0.0467,3544,3439438.2,381.4,0.0044,9
8000,3237,0.4496,4004,0.4321,0.5837,0.2849,0.3140,0.7926,0.102574,-0.0764,0.1201,4075,4851374.1,297.0,0.0075,9
10000,3238,0.4497,3708,0.4327,0.5127,0.3281,0.4070,0.8663,0.088051,-0.0186,0.0345,5697,4591071.7,248.9,0.0112,10
12000,3240,0.4500,3651,0.4289,0.5056,0.3221,0.4127,0.9029,0.086929,-0.0088,0.0186,5754,8755149.5,264.0,0.0126,10
14000,3240,0.4500,3361,0.4146,0.4515,0.2919,0.4573,0.8904,0.084307,-0.0156,0.0279,5805,10182570.4,258.7,0.0150,7
16000,3240,0.4500,3386,0.3924,0.4246,0.2541,0.4527,0.8993,0.081896,-0.0094,0.0205,5830,12314089.7,262.1,0.0170,4
18000,3240,0.4500,3388,0.3579,0.4045,0.2250,0.4591,0.8350,0.074472,-0.0163,0.0298,5848,13094524.7,261.3,0.0191,4
20000,3240,0.4500,3381,0.3895,0.4256,0.2176,0.4371,0.8930,0.067311,-0.0142,0.0276,5941,14030342.0,262.4,0.0212,4
22000,3240,0.4500,3390,0.4229,0.4413,0.2094,0.4119,0.9228,0.059226,-0.0069,0.0179,6080,13572772.5,262.5,0.0233,4
24000,3237,0.4496,3436,0.4451,0.4543,0.2353,0.3912,0.9085,0.051689,-0.0087,0.0229,6386,12377111.6,260.0,0.0256,3
26000,3238,0.4497,3593,0.4603,0.4554,0.2530,0.3686,0.8896,0.048015,-0.0024,0.0122,6736,12916586.7,259.3,0.0279,3
28000,3240,0.4500,3636,0.4775,0.4387,0.2402,0.3320,0.8809,0.045217,-0.0034,0.0139,6777,13381977.1,262.0,0.0297,3
30000,3240,0.4500,3715,0.4810,0.4219,0.2333,0.3100,0.8805,0.043100,-0.0009,0.0110,6792,14755591.4,265.8,0.0314,3
32000,3240,0.4500,3766,0.4937,0.4023,0.2229,0.2706,0.8840,0.041060,-0.0015,0.0128,6800,14587684.4,268.2,0.0331,3
34000,3240,0.4500,3887,0.4832,0.3770,0.2165,0.2514,0.8427,0.038560,-0.0013,0.0145,6802,16225212.9,271.7,0.0348,4
36000,3240,0.4500,3965,0.4753,0.3515,0.2007,0.2216,0.8200,0.036900,-0.0033,0.0170,6806,17056755.8,273.7,0.0365,4
38000,3240,0.4500,4051,0.4404,0.3390,0.2159,0.2516,0.8263,0.032964,-0.0024,0.0155,6915,17951177.3,274.4,0.0385,4
40000,3239,0.4499,4058,0.4356,0.3595,0.2291,0.2780,0.7958,0.032382,-0.0032,0.0163,7022,18809736.0,275.9,0.0403,4
42000,3240,0.4500,4033,0.4527,0.4077,0.2950,0.3299,0.7215,0.029977,-0.0076,0.0244,7329,16796706.7,273.1,0.0427,4
44000,3240,0.4500,4191,0.4536,0.4555,0.3790,0.3868,0.8309,0.026763,-0.0001,0.0107,7631,16138660.7,271.3,0.0451,4
46000,3239,0.4499,4111,0.4507,0.4714,0.4112,0.4042,0.8284,0.024936,-0.0006,0.0092,7699,16965468.9,272.9,0.0468,4
48000,3240,0.4500,4149,0.4500,0.4704,0.4087,0.4028,0.8358,0.023465,-0.0008,0.0112,7715,18207331.0,274.9,0.0485,4
50000,3240,0.4500,4145,0.4492,0.4700,0.4082,0.4023,0.8362,0.022589,0.0001,0.0094,7721,19930913.5,277.3,0.0501,4
52000,3240,0.4500,4097,0.4508,0.4694,0.4081,0.4053,0.8618,0.021519,-0.0008,0.0107,7722,21436146.8,356.6,0.0517,5
54000,3240,0.4500,4160,0.4266,0.4799,0.4306,0.4431,0.8325,0.018649,-0.0003,0.0102,7759,22493780.7,337.1,0.0534,5
56000,3240,0.4500,4129,0.4139,0.4876,0.4452,0.4704,0.8572,0.017998,-0.0010,0.0093,7805,23957343.9,335.0,0.0551,5
58000,3239,0.4499,4181,0.4148,0.4882,0.4438,0.4724,0.8583,0.017535,-0.0012,0.0086,7842,26512347.4,348.9,0.0565,5
60000,3240,0.4500,4183,0.4055,0.4974,0.4461,0.4860,0.8415,0.016555,0.0000,0.0082,7877,26754268.2,339.4,0.0583,5
62000,3240,0.4500,4157,0.4059,0.4961,0.4551,0.4896,0.8446,0.014859,-0.0006,0.0121,7895,25224857.6,311.4,0.0608,5
64000,3240,0.4500,4136,0.4081,0.5130,0.4887,0.5092,0.8324,0.013122,-0.0010,0.0130,7940,22983948.0,293.6,0.0633,5
66000,3239,0.4499,4168,0.4081,0.5123,0.4818,0.5056,0.8655,0.011663,-0.0012,0.0103,7959,22479667.7,288.3,0.0655,5
68000,3240,0.4500,4178,0.4089,0.5114,0.4807,0.5049,0.8469,0.011302,-0.0005,0.0074,7968,24963059.8,295.3,0.0670,5
70000,3240,0.4500,4213,0.4136,0.5058,0.4718,0.4912,0.8518,0.010722,-0.0006,0.0092,7975,25584770.8,295.3,0.0689,6
72000,3240,0.4500,4165,0.4223,0.5045,0.4573,0.4775,0.8500,0.010151,-0.0040,0.0138,8112,24929050.1,292.1,0.0710,6
74000,3240,0.4500,4149,0.4108,0.5029,0.4599,0.4880,0.8502,0.009281,-0.0011,0.0099,8278,26139213.0,291.8,0.0729,6
76000,3240,0.4500,4164,0.4121,0.5069,0.4615,0.4927,0.8684,0.009274,-0.0003,0.0077,8338,29186067.3,297.5,0.0744,6
78000,3240,0.4500,4199,0.4121,0.5039,0.4588,0.4905,0.8602,0.008801,0.0001,0.0087,8346,30491155.8,300.4,0.0760,6
80000,3240,0.4500,4207,0.4125,0.5071,0.4570,0.4910,0.8452,0.008757,-0.0011,0.0129,8371,28992401.5,298.4,0.0780,6
82000,3240,0.4500,4208,0.4160,0.5133,0.4630,0.4987,0.8513,0.007523,-0.0002,0.0100,8413,25886538.9,294.3,0.0803,6
84000,3240,0.4500,4236,0.4196,0.5314,0.4946,0.5237,0.8535,0.006099,0.0001,0.0077,8448,22760748.9,286.5,0.0831,6
