tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
2000,255,0.0354,0,0.8138,0.7138,0.3460,0.1998,0.5000,0.210348,-0.2409,0.2961,471,46640.5,2477.9,0.0002,4
4000,3240,0.4500,0,0.9227,0.8352,0.2514,0.0649,0.5000,0.071414,-0.4547,0.5047,1708,1007666.8,648.6,0.0017,7
6000,3233,0.4490,0,0.8412,0.7364,0.2870,0.1472,0.5000,0.076272,-0.0903,0.1316,2206,2384419.1,511.9,0.0033,8
8000,3239,0.4499,0,0.7653,0.6487,0.2645,0.2318,0.5000,0.074330,-0.0531,0.0708,2754,4059108.4,460.8,0.0048,8
10000,3240,0.4500,0,0.5215,0.3370,0.2294,0.5152,0.5000,0.082556,-0.0482,0.0638,3492,3319463.6,416.0,0.0067,8
12000,3240,0.4500,0,0.5048,0.3148,0.2002,0.5466,0.5000,0.073583,-0.0172,0.0239,3631,5975411.1,427.1,0.0078,8
14000,3240,0.4500,0,0.4981,0.3062,0.1853,0.5588,0.5000,0.068054,-0.0121,0.0165,3667,9289701.0,451.4,0.0086,6
16000,3240,0.4500,0,0.5160,0.3160,0.1416,0.5625,0.5000,0.064789,-0.0103,0.0143,3683,11740751.0,462.8,0.0096,5
18000,3240,0.4500,0,0.5453,0.3388,0.1586,0.5282,0.5000,0.057737,-0.0211,0.0283,3762,13451549.5,469.6,0.0106,3
20000,3238,0.4497,0,0.6213,0.3835,0.2351,0.4709,0.5000,0.047262,-0.0514,0.0711,4013,11247459.9,461.0,0.0121,3
22000,3240,0.4500,0,0.6904,0.4507,0.2643,0.4001,0.5000,0.038045,-0.0279,0.0390,4639,7728955.6,437.6,0.0140,3
24000,3240,0.4500,0,0.7209,0.4690,0.2575,0.3547,0.5000,0.032644,-0.0129,0.0200,4808,8680349.4,430.5,0.0155,3
26000,3237,0.4496,0,0.7089,0.4649,0.2711,0.3486,0.5000,0.029959,-0.0066,0.0145,4899,9804252.6,430.6,0.0168,4
28000,3240,0.4500,0,0.7053,0.4670,0.2701,0.3329,0.5000,0.027508,-0.0030,0.0069,5054,11955494.6,429.3,0.0181,4
30000,3239,0.4499,0,0.7087,0.4696,0.2666,0.3304,0.5000,0.026269,-0.0029,0.0055,5098,15124431.9,435.1,0.0192,4
32000,3239,0.4499,0,0.7092,0.4714,0.2622,0.3289,0.5000,0.025350,-0.0014,0.0044,5103,18091906.5,441.8,0.0201,4
34000,3240,0.4500,0,0.7112,0.4711,0.2613,0.3268,0.5000,0.024478,-0.0025,0.0055,5111,20349175.2,446.5,0.0212,4
36000,3240,0.4500,0,0.7279,0.4575,0.2818,0.3359,0.5000,0.023552,-0.0030,0.0097,5211,20374931.9,445.2,0.0225,4
38000,3240,0.4500,0,0.7740,0.3664,0.4659,0.5110,0.5000,0.019277,-0.0101,0.0221,5927,14896033.2,430.2,0.0245,4
40000,3239,0.4499,0,0.7563,0.3304,0.5283,0.5678,0.5000,0.015180,-0.0061,0.0128,6285,13599957.0,423.7,0.0262,4
42000,3239,0.4499,0,0.7456,0.3303,0.5219,0.5627,0.5000,0.013254,-0.0032,0.0091,6428,15965212.3,423.6,0.0275,4
44000,3240,0.4500,0,0.7012,0.3207,0.5280,0.5670,0.5000,0.011567,-0.0038,0.0098,6778,17008542.3,421.3,0.0290,5
46000,3240,0.4500,0,0.6993,0.3249,0.5157,0.5543,0.5000,0.010875,-0.0026,0.0060,7014,20019967.5,420.7,0.0304,5
48000,3240,0.4500,0,0.7040,0.3282,0.5122,0.5515,0.5000,0.010814,-0.0022,0.0043,7061,24126466.3,424.7,0.0314,5
50000,3240,0.4500,0,0.7062,0.3308,0.5107,0.5501,0.5000,0.010351,-0.0032,0.0057,7072,27923198.4,428.9,0.0324,5
52000,3240,0.4500,0,0.7103,0.3315,0.5167,0.5521,0.5000,0.010053,-0.0030,0.0062,7119,30565528.0,482.3,0.0336,5
54000,3240,0.4500,0,0.7239,0.3268,0.5202,0.5617,0.5000,0.009457,-0.0019,0.0044,7184,32121249.3,481.8,0.0347,5
56000,3238,0.4497,0,0.7247,0.3235,0.5047,0.5543,0.5000,0.008178,-0.0021,0.0091,7226,26501333.3,436.8,0.0362,5
58000,3240,0.4500,0,0.6947,0.3197,0.4938,0.5628,0.5000,0.008106,-0.0035,0.0104,7398,18703755.4,394.9,0.0380,5
60000,3240,0.4500,0,0.6893,0.3175,0.4920,0.5581,0.5000,0.005611,-0.0021,0.0063,7547,19933498.9,395.9,0.0394,5
62000,3239,0.4499,0,0.6719,0.3194,0.4648,0.5274,0.5000,0.004889,-0.0061,0.0121,7843,20080968.1,380.5,0.0412,5
64000,3240,0.4500,0,0.6814,0.3312,0.4468,0.5100,0.5000,0.003897,-0.0046,0.0102,8312,21303079.2,366.8,0.0430,6
66000,3240,0.4500,0,0.6971,0.3402,0.4407,0.5057,0.5000,0.003615,-0.0016,0.0038,8392,24975427.4,381.6,0.0440,6
68000,3240,0.4500,0,0.6985,0.3414,0.4394,0.5049,0.5000,0.004076,-0.0018,0.0051,8402,28522183.2,397.9,0.0450,6
70000,3240,0.4500,0,0.7018,0.3424,0.4373,0.5040,0.5000,0.003268,-0.0014,0.0038,8432,31621967.9,413.1,0.0458,6
72000,3240,0.4500,0,0.7094,0.3395,0.4440,0.5117,0.5000,0.003721,-0.0022,0.0047,8466,33974377.8,424.2,0.0468,6
74000,3239,0.4499,0,0.7191,0.3384,0.4499,0.5188,0.5000,0.003372,-0.0007,0.0059,8512,32375728.0,429.5,0.0479,6
76000,3239,0.4499,0,0.7207,0.3376,0.4641,0.5350,0.5000,0.003442,-0.0003,0.0048,8593,24320158.7,425.0,0.0494,6
78000,3240,0.4500,0,0.7179,0.3353,0.4803,0.5578,0.5000,0.002421,-0.0004,0.0038,8603,22427605.3,423.3,0.0508,6
80000,3240,0.4500,0,0.6977,0.3280,0.4830,0.5575,0.5000,0.001525,-0.0008,0.0054,8617,24256039.8,428.1,0.0519,6
82000,3240,0.4500,0,0.6763,0.3211,0.4830,0.5555,0.5000,0.002118,-0.0023,0.0079,8674,23375290.0,426.3,0.0533,7
84000,3240,0.4500,0,0.6884,0.3292,0.4765,0.5503,0.5000,0.001042,-0.0018,0.0045,8778,26599017.4,428.1,0.0545,7
86000,3240,0.4500,0,0.6990,0.3346,0.4724,0.5468,0.5000,0.000970,-0.0021,0.0048,8820,30147542.7,434.9,0.0554,7
88000,3240,0.4500,0,0.7018,0.3354,0.4740,0.5474,0.5000,0.001086,-0.0018,0.0040,8838,33549283.1,441.1,0.0563,7
90000,3240,0.4500,0,0.7029,0.3347,0.4728,0.5480,0.5000,0.001268,-0.0006,0.0027,8847,36239151.5,447.6,0.0572,7
92000,3240,0.4500,0,0.7015,0.3395,0.4644,0.5398,0.5000,0.000856,-0.0001,0.0023,8850,37150527.6,452.5,0.0582,7
94000,3240,0.4500,0,0.7015,0.3399,0.4644,0.5394,0.5000,0.002190,-0.0006,0.0056,8853,32251505.8,450.2,0.0596,7
96000,3240,0.4500,0,0.6964,0.3415,0.4671,0.5420,0.5000,0.001572,-0.0006,0.0045,8856,28872437.2,448.2,0.0609,7
98000,3239,0.4499,0,0.6946,0.3433,0.4618,0.5384,0.5000,0.001506,-0.0003,0.0034,8861,28710915.1,450.0,0.0620,7
100000,3240,0.4500,0,0.7298,0.3569,0.4546,0.5359,0.5000,0.001317,-0.0002,0.0041,8872,29014360.7,450.8,0.0632,7
102000,3240,0.4500,0,0.7516,0.3643,0.4499,0.5345,0.5000,0.000957,0.0000,0.0027,8880,29632689.6,490.7,0.0643,8
104000,3240,0.4500,0,0.7520,0.3641,0.4498,0.5344,0.5000,0.000577,-0.0001,0.0020,8882,32669495.1,534.2,0.0653,8
106000,3240,0.4500,0,0.7520,0.3641,0.4498,0.5347,0.5000,0.000623,-0.0002,0.0023,8882,35873628.5,565.4,0.0661,8
