tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
2000,197,0.0274,259,0.4836,0.4889,0.4295,0.4188,0.9148,0.286074,-0.3459,0.4116,479,63091.9,1961.2,0.0003,4
4000,1853,0.2574,1956,0.4550,0.7090,0.2590,0.1548,0.3943,0.145467,-0.2328,0.3105,1663,482475.6,841.0,0.0013,8
6000,3240,0.4500,4164,0.4479,0.7009,0.2497,0.1590,0.5532,0.093488,-0.0331,0.0467,3544,3439438.2,396.3,0.0042,9
8000,3237,0.4496,4004,0.4321,0.5837,0.2849,0.3140,0.7926,0.102574,-0.0764,0.1201,4075,4851374.1,307.1,0.0072,9
10000,3238,0.4497,3708,0.4327,0.5127,0.3281,0.4070,0.8663,0.088051,-0.0186,0.0345,5697,4591071.7,257.6,0.0108,10
12000,3240,0.4500,3651,0.4289,0.5056,0.3221,0.4127,0.9029,0.086929,-0.0088,0.0186,5754,8755149.5,272.5,0.0122,10
14000,3240,0.4500,3361,0.4146,0.4515,0.2919,0.4573,0.8904,0.084307,-0.0156,0.0279,5805,10182570.4,267.5,0.0145,7
16000,3240,0.4500,3386,0.3924,0.4246,0.2541,0.4527,0.8993,0.081896,-0.0094,0.0205,5830,12314089.7,270.5,0.0164,4
18000,3240,0.4500,3388,0.3579,0.4045,0.2250,0.4591,0.8350,0.074472,-0.0163,0.0298,5848,13094524.7,268.7,0.0186,4
20000,3240,0.4500,3381,0.3895,0.4256,0.2176,0.4371,0.8930,0.067311,-0.0142,0.0276,5941,14030342.0,269.3,0.0206,4
22000,3240,0.4500,3390,0.4229,0.4413,0.2094,0.4119,0.9228,0.059226,-0.0069,0.0179,6080,13572772.5,268.8,0.0227,4
24000,3237,0.4496,3436,0.4451,0.4543,0.2353,0.3912,0.9085,0.051689,-0.0087,0.0229,6386,12377111.6,263.9,0.0253,3
26000,3238,0.4497,3593,0.4603,0.4554,0.2530,0.3686,0.8896,0.048015,-0.0024,0.0122,6736,12916586.7,261.4,0.0276,3
28000,3240,0.4500,3636,0.4775,0.4387,0.2402,0.3320,0.8809,0.045217,-0.0034,0.0139,6777,13381977.1,263.7,0.0295,3
30000,3240,0.4500,3715,0.4810,0.4219,0.2333,0.3100,0.8805,0.043100,-0.0009,0.0110,6792,14755591.4,267.2,0.0312,3
32000,3240,0.4500,3766,0.4937,0.4023,0.2229,0.2706,0.8840,0.041060,-0.0015,0.0128,6800,14587684.4,268.9,0.0331,3
34000,3240,0.4500,3887,0.4832,0.3770,0.2165,0.2514,0.8427,0.038560,-0.0013,0.0145,6802,16225212.9,272.2,0.0347,4
36000,3240,0.4500,3965,0.4753,0.3515,0.2007,0.2216,0.8200,0.036900,-0.0033,0.0170,6806,17056755.8,273.6,0.0365,4
38000,3240,0.4500,4051,0.4404,0.3390,0.2159,0.2516,0.8263,0.032964,-0.0024,0.0155,6915,17951177.3,274.5,0.0384,4
40000,3239,0.4499,4058,0.4356,0.3595,0.2291,0.2780,0.7958,0.032382,-0.0032,0.0163,7022,18809736.0,276.3,0.0402,4
42000,3240,0.4500,4033,0.4527,0.4077,0.2950,0.3299,0.7215,0.029977,-0.0076,0.0244,7329,16796706.7,272.6,0.0428,4
44000,3240,0.4500,4191,0.4536,0.4555,0.3790,0.3868,0.8309,0.026763,-0.0001,0.0107,7631,16138660.7,269.8,0.0453,4
46000,3239,0.4499,4111,0.4507,0.4714,0.4112,0.4042,0.8284,0.024936,-0.0006,0.0092,7699,16965468.9,271.3,0.0471,4
48000,3240,0.4500,4149,0.4500,0.4704,0.4087,0.4028,0.8358,0.023465,-0.0008,0.0112,7715,18207331.0,273.2,0.0488,4
50000,3240,0.4500,4145,0.4492,0.4700,0.4082,0.4023,0.8362,0.022589,0.0001,0.0094,7721,19930913.5,275.9,0.0503,4
52000,3240,0.4500,4097,0.4508,0.4694,0.4081,0.4053,0.8618,0.021519,-0.0008,0.0107,7722,21436146.8,332.1,0.0520,5
