tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
2000,130,0.0181,0,0.6341,0.6775,0.4906,0.6088,0.5000,0.248149,-0.1658,0.2284,501,33673.5,764.9,0.0007,5
4000,698,0.0969,0,0.7566,0.8507,0.3410,0.5960,0.5000,0.137431,-0.3435,0.4253,1479,116329.2,638.3,0.0017,9
6000,3240,0.4500,0,0.8007,0.8909,0.3038,0.5840,0.5000,0.052855,-0.1385,0.1692,3571,2146558.1,312.6,0.0053,11
8000,3239,0.4499,0,0.7833,0.8668,0.3047,0.5952,0.5000,0.061120,-0.0595,0.0774,3758,4992265.6,265.7,0.0084,9
10000,3239,0.4499,0,0.7341,0.8053,0.3247,0.6096,0.5000,0.058599,-0.0408,0.0538,4577,3591858.6,216.7,0.0128,9
12000,3240,0.4500,0,0.6651,0.7146,0.3354,0.6307,0.5000,0.059555,-0.0377,0.0513,4926,6028897.3,205.9,0.0162,9
14000,3240,0.4500,0,0.5348,0.5092,0.4196,0.6513,0.5000,0.074692,-0.0634,0.0905,7009,3372215.1,177.1,0.0220,9
16000,3240,0.4500,0,0.4996,0.4772,0.4123,0.6752,0.5000,0.075246,-0.0169,0.0250,8223,5078318.6,166.3,0.0267,9
18000,3239,0.4499,0,0.4854,0.4605,0.4045,0.6853,0.5000,0.074666,-0.0092,0.0135,8270,8360358.5,170.1,0.0294,9
20000,3240,0.4500,0,0.4428,0.4147,0.3856,0.7082,0.5000,0.076373,-0.0096,0.0143,8299,10925553.8,172.7,0.0322,8
22000,3240,0.4500,0,0.3851,0.3584,0.3416,0.7440,0.5000,0.076449,-0.0129,0.0201,8423,10975377.3,172.0,0.0355,8
24000,3238,0.4497,0,0.2876,0.2773,0.2706,0.7795,0.5000,0.076062,-0.0103,0.0177,8591,9011079.4,170.0,0.0392,5
26000,3240,0.4500,0,0.2680,0.2399,0.2618,0.8289,0.5000,0.072869,-0.0131,0.0197,8759,9391242.5,169.4,0.0426,4
28000,3240,0.4500,0,0.2567,0.2152,0.2704,0.8435,0.5000,0.071655,-0.0090,0.0136,9074,10106048.2,169.2,0.0460,4
30000,3240,0.4500,0,0.2326,0.2033,0.2562,0.8576,0.5000,0.068169,-0.0031,0.0081,9137,11384754.5,170.9,0.0488,4
32000,3240,0.4500,0,0.2139,0.2195,0.2723,0.8624,0.5000,0.062931,-0.0025,0.0062,9271,11852347.6,171.7,0.0518,4
34000,3239,0.4499,0,0.2000,0.2138,0.2707,0.8729,0.5000,0.060305,-0.0013,0.0044,9344,12325873.6,172.8,0.0547,4
36000,3240,0.4500,0,0.1793,0.1970,0.2591,0.8890,0.5000,0.058249,-0.0039,0.0085,9399,12565832.1,174.2,0.0574,4
38000,3240,0.4500,0,0.1683,0.1885,0.2456,0.8964,0.5000,0.056140,-0.0040,0.0086,9453,12710797.5,175.2,0.0602,4
40000,3240,0.4500,0,0.1527,0.1861,0.2226,0.9175,0.5000,0.053037,-0.0047,0.0101,9525,12540135.8,175.2,0.0634,4
42000,3240,0.4500,0,0.1303,0.1816,0.1915,0.9429,0.5000,0.049428,-0.0053,0.0101,9610,11757325.6,174.3,0.0669,5
44000,3240,0.4500,0,0.0999,0.1775,0.1509,0.9768,0.5000,0.045230,-0.0161,0.0235,9739,10591780.0,171.7,0.0712,5
46000,3240,0.4500,0,0.0958,0.1742,0.1498,0.9786,0.5000,0.045288,-0.0184,0.0246,9821,10169774.7,159.4,0.0802,5
48000,3240,0.4500,0,0.0982,0.1920,0.1711,0.9735,0.5000,0.041322,-0.0209,0.0327,10387,9254132.7,147.8,0.0902,5
50000,3240,0.4500,0,0.0941,0.1807,0.1508,0.9783,0.5000,0.038175,-0.0127,0.0212,11130,8477358.4,137.3,0.1012,5
52000,3240,0.4500,0,0.0935,0.1723,0.1414,0.9814,0.5000,0.037311,-0.0127,0.0203,11346,8489751.3,51.7,0.1119,5
