tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
176000,3237,0.4496,3633,0.3978,0.5044,0.9352,0.6595,0.9103,0.006566,0.0000,0.0194,11368,7633630.0,122.8,0.3938,79
178000,3240,0.4500,3604,0.3995,0.5052,0.9349,0.6593,0.9282,0.005095,-0.0003,0.0157,11423,7923783.4,122.6,0.3984,80
180000,3238,0.4497,3683,0.3989,0.5069,0.9345,0.6593,0.9066,0.005296,0.0002,0.0204,11468,7765546.6,122.3,0.4031,80
182000,3236,0.4494,3619,0.3969,0.5074,0.9336,0.6586,0.8700,0.006083,-0.0007,0.0224,11513,8000444.0,122.3,0.4077,81
184000,3239,0.4499,3605,0.3955,0.5083,0.9347,0.6570,0.9190,0.005165,0.0002,0.0118,11568,8158282.7,122.1,0.4123,82
186000,3240,0.4500,3647,0.3945,0.5077,0.9345,0.6562,0.8940,0.003842,-0.0004,0.0137,11633,7629020.1,121.5,0.4173,83
188000,3239,0.4499,3639,0.3936,0.5074,0.9355,0.6557,0.9130,0.006008,-0.0006,0.0206,11688,7436216.2,121.3,0.4220,84
190000,3239,0.4499,3598,0.3927,0.5073,0.9354,0.6559,0.9443,0.005359,-0.0002,0.0172,11741,7753591.6,121.4,0.4265,85
192000,3238,0.4497,3659,0.3925,0.5067,0.9353,0.6556,0.9266,0.005393,-0.0000,0.0191,11778,7707384.4,121.2,0.4313,86
194000,3238,0.4497,3611,0.3913,0.5079,0.9340,0.6562,0.9067,0.005272,-0.0002,0.0209,11815,7967554.8,121.2,0.4359,86
196000,3239,0.4499,3643,0.3905,0.5061,0.9333,0.6560,0.9362,0.003943,0.0001,0.0117,11859,8107534.6,121.5,0.4402,87
198000,3239,0.4499,3684,0.3937,0.5075,0.9314,0.6557,0.9064,0.003434,0.0001,0.0138,11922,7574469.0,121.9,0.4444,88
200000,3239,0.4499,3652,0.3924,0.5094,0.9318,0.6550,0.9050,0.006460,-0.0007,0.0198,11974,7391518.1,122.2,0.4486,89
