tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
2000,165,0.0229,322,0.5000,0.5000,0.5000,0.5000,0.9955,0.310128,-0.0621,0.0805,627,28477.2,1770.3,0.0003,1
4000,147,0.0204,292,0.5000,0.5000,0.5000,0.5000,1.0000,0.313775,-0.0162,0.0254,1010,33739.7,1756.9,0.0006,2
6000,137,0.0190,274,0.5000,0.5000,0.5000,0.5000,1.0000,0.313633,0.0002,0.0040,1407,36618.7,1735.0,0.0010,3
8000,125,0.0174,250,0.5000,0.5000,0.5000,0.5000,1.0000,0.314948,-0.0024,0.0059,1742,37698.1,1764.0,0.0013,4
10000,146,0.0203,247,0.5000,0.5000,0.5000,0.5000,0.9951,0.316827,-0.0763,0.1532,2163,32882.4,1759.0,0.0016,6
12000,122,0.0169,223,0.5000,0.5000,0.5000,0.5000,0.9980,0.318608,-0.0808,0.1139,2593,25990.2,1780.4,0.0019,7
14000,110,0.0153,212,0.5000,0.5000,0.5000,0.5000,1.0000,0.326122,-0.0061,0.0254,2915,26256.4,1795.4,0.0022,8
16000,103,0.0143,200,0.5000,0.5000,0.5000,0.5000,0.9990,0.326535,-0.0330,0.0384,3214,26144.6,1789.6,0.0025,9
18000,100,0.0139,192,0.5000,0.5000,0.5000,0.5000,0.9995,0.328024,-0.0595,0.0639,3472,28032.2,1809.9,0.0028,11
20000,100,0.0139,189,0.5000,0.5000,0.5000,0.5000,0.9855,0.332075,-0.0333,0.0768,3780,26124.8,1796.5,0.0031,12
22000,105,0.0146,183,0.5000,0.5003,0.5000,0.5000,0.9943,0.331959,-0.0051,0.0740,4075,24114.5,1793.1,0.0034,13
24000,90,0.0125,182,0.5000,0.5000,0.5000,0.5000,0.9994,0.338984,-0.0068,0.0380,4392,21585.6,1796.4,0.0037,14
26000,88,0.0122,172,0.5000,0.5000,0.5000,0.5000,0.9960,0.340045,-0.0047,0.0300,4639,20638.3,1802.5,0.0040,15
28000,88,0.0122,164,0.5000,0.5000,0.5000,0.5000,0.9989,0.344849,-0.0273,0.0597,4880,21520.1,1801.8,0.0043,17
30000,80,0.0111,155,0.5000,0.5000,0.5000,0.5000,0.9988,0.348236,-0.0347,0.0548,5114,21439.0,1798.1,0.0046,18
32000,80,0.0111,148,0.5000,0.5000,0.5000,0.5000,0.9969,0.348472,-0.0525,0.0720,5339,20902.4,1806.5,0.0049,19
34000,77,0.0107,146,0.5000,0.5000,0.5000,0.5000,0.9974,0.349655,-0.0349,0.0646,5578,19037.6,1811.7,0.0052,20
36000,71,0.0099,138,0.5000,0.5000,0.5000,0.5000,1.0000,0.350558,-0.0175,0.0345,5810,17412.3,1811.6,0.0055,21
