tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
2000,296,0.0411,423,0.5305,0.4577,0.3659,0.5928,0.8995,0.279114,-0.4502,0.5357,507,75224.1,1419.2,0.0004,5
4000,3240,0.4500,3942,0.5362,0.4665,0.2292,0.6338,0.5046,0.176900,-0.2793,0.3398,1987,1220545.0,362.5,0.0031,8
6000,3236,0.4494,3778,0.5116,0.4909,0.2486,0.6111,0.8779,0.160039,-0.0366,0.0612,2226,4811656.0,307.2,0.0054,8
8000,3240,0.4500,3156,0.4604,0.4035,0.3367,0.6051,0.9203,0.120301,-0.0421,0.0685,3530,3255459.3,224.6,0.0099,7
10000,3240,0.4500,2988,0.4355,0.3769,0.3474,0.5378,0.9267,0.110922,-0.0333,0.0545,3945,4859688.3,219.5,0.0127,7
12000,3240,0.4500,3149,0.4223,0.3562,0.3368,0.3453,0.8993,0.093418,-0.0509,0.0849,5117,4481859.2,202.1,0.0165,7
14000,3240,0.4500,3233,0.4253,0.3364,0.3002,0.2851,0.8868,0.079584,-0.0123,0.0331,5456,6625656.5,204.8,0.0190,5
16000,3240,0.4500,3261,0.4237,0.3279,0.2840,0.2788,0.8858,0.077489,-0.0047,0.0241,5512,10026345.0,217.0,0.0205,4
18000,3239,0.4499,3245,0.4239,0.3238,0.2738,0.2768,0.8777,0.074992,-0.0038,0.0216,5542,13585043.9,229.7,0.0218,3
20000,3240,0.4500,3306,0.4310,0.2997,0.2325,0.2690,0.8726,0.069733,-0.0015,0.0209,5564,15709506.0,237.3,0.0234,3
22000,3240,0.4500,3318,0.4462,0.2915,0.2040,0.2506,0.8577,0.062872,-0.0024,0.0236,5566,16837915.5,242.5,0.0252,3
24000,3240,0.4500,3437,0.4765,0.2916,0.2076,0.2219,0.8168,0.055706,-0.0114,0.0331,5674,17141072.6,243.2,0.0274,3
26000,3240,0.4500,3641,0.4964,0.3295,0.2875,0.2584,0.8077,0.044624,-0.0068,0.0282,6029,16702049.8,240.3,0.0301,3
28000,3240,0.4500,3735,0.4857,0.3487,0.2793,0.2590,0.7991,0.038434,-0.0022,0.0200,6065,17232194.8,241.3,0.0322,3
30000,3240,0.4500,3688,0.4821,0.3563,0.2781,0.2583,0.8033,0.034090,-0.0017,0.0204,6080,17648482.6,242.4,0.0344,3
32000,3240,0.4500,3635,0.4766,0.3671,0.2799,0.2604,0.7862,0.030096,-0.0006,0.0181,6090,18789792.4,244.1,0.0364,3
34000,3240,0.4500,3648,0.4760,0.3686,0.2795,0.2591,0.8118,0.028667,-0.0002,0.0166,6093,22116855.0,248.4,0.0380,3
36000,3239,0.4499,3683,0.4734,0.3739,0.2800,0.2581,0.7752,0.027763,-0.0007,0.0157,6094,25744087.7,253.2,0.0395,3
38000,3239,0.4499,3655,0.4723,0.3751,0.2789,0.2570,0.7971,0.026170,-0.0004,0.0172,6097,28127972.7,256.0,0.0412,3
40000,3240,0.4500,3574,0.4665,0.3651,0.2652,0.2532,0.7840,0.020561,0.0000,0.0175,6100,29134020.9,256.2,0.0434,3
42000,3240,0.4500,3621,0.4710,0.3582,0.2529,0.2508,0.7902,0.017796,-0.0012,0.0184,6110,30300623.1,256.8,0.0454,4
44000,3240,0.4500,3697,0.4485,0.3866,0.3046,0.2638,0.7881,0.014625,-0.0003,0.0192,6186,28718851.6,255.8,0.0478,4
46000,3240,0.4500,3677,0.4282,0.4148,0.3499,0.2851,0.7889,0.011650,0.0003,0.0171,6204,26530178.5,255.1,0.0501,4
48000,3240,0.4500,3670,0.4244,0.4209,0.3523,0.2890,0.7721,0.009646,-0.0004,0.0175,6204,26719730.3,255.8,0.0521,4
50000,3240,0.4500,3689,0.4190,0.4284,0.3551,0.2940,0.7659,0.007634,-0.0016,0.0170,6208,25980467.9,255.5,0.0544,4
52000,3240,0.4500,3718,0.4150,0.4352,0.3574,0.2983,0.7749,0.006434,0.0004,0.0141,6212,28348644.8,314.9,0.0562,4
54000,3240,0.4500,3582,0.4099,0.4436,0.3603,0.3038,0.7657,0.006185,-0.0000,0.0138,6213,31585998.4,330.4,0.0578,4
56000,3239,0.4499,3614,0.4055,0.4517,0.3634,0.3091,0.7453,0.005662,-0.0003,0.0165,6228,33505394.7,319.1,0.0596,4
58000,3240,0.4500,3567,0.4055,0.4517,0.3628,0.3083,0.7366,0.005767,-0.0003,0.0187,6239,33001441.2,300.1,0.0618,4
60000,3240,0.4500,3573,0.4021,0.4574,0.3627,0.3127,0.7408,0.003796,-0.0015,0.0170,6243,31197729.9,284.8,0.0642,4
62000,3239,0.4499,3518,0.4061,0.4576,0.3751,0.3160,0.7218,0.004005,-0.0008,0.0157,6286,31701843.4,279.2,0.0663,5
64000,3240,0.4500,3563,0.4078,0.4560,0.3788,0.3168,0.7423,0.004204,-0.0007,0.0174,6297,30486939.9,264.9,0.0691,5
66000,3240,0.4500,3553,0.4054,0.4654,0.3916,0.3247,0.7518,0.002409,-0.0003,0.0145,6301,29907465.9,260.0,0.0715,5
68000,3240,0.4500,3603,0.4143,0.4528,0.3866,0.3151,0.7549,0.003139,-0.0002,0.0157,6304,29274430.6,254.7,0.0740,5
70000,3239,0.4499,3633,0.4198,0.4434,0.3835,0.3093,0.7546,0.002182,-0.0005,0.0153,6305,31145963.0,256.1,0.0761,5
72000,3240,0.4500,3634,0.4219,0.4401,0.3822,0.3072,0.7612,0.001831,-0.0001,0.0129,6306,34588231.5,261.7,0.0778,5
74000,3240,0.4500,3660,0.4189,0.4450,0.3839,0.3104,0.7708,0.002051,-0.0004,0.0140,6307,37894693.1,267.4,0.0793,5
76000,3240,0.4500,3639,0.4252,0.4346,0.3803,0.3037,0.7933,0.003430,-0.0003,0.0156,6309,40135292.3,268.9,0.0813,5
78000,3239,0.4499,3672,0.4302,0.4264,0.3781,0.2989,0.7826,0.002193,0.0008,0.0162,6319,39856361.3,267.4,0.0835,5
80000,3240,0.4500,3688,0.4345,0.4203,0.3770,0.2952,0.7929,0.002229,0.0002,0.0153,6325,41612288.6,268.9,0.0854,6
82000,3240,0.4500,3637,0.4412,0.4168,0.3832,0.2973,0.8198,0.001833,0.0008,0.0157,6331,40362393.5,266.7,0.0877,6
84000,3240,0.4500,3650,0.4433,0.4153,0.3883,0.2982,0.8024,0.001841,-0.0002,0.0148,6336,36860229.7,263.0,0.0903,6
86000,3240,0.4500,3711,0.4458,0.4107,0.3868,0.2955,0.7782,0.002167,-0.0006,0.0155,6339,38085099.5,264.3,0.0922,6
88000,3240,0.4500,3735,0.4462,0.4107,0.3865,0.2948,0.7999,0.001855,0.0003,0.0153,6339,37917334.4,263.6,0.0944,6
90000,3240,0.4500,3722,0.4470,0.4098,0.3862,0.2942,0.8114,0.002031,0.0004,0.0140,6339,40223322.4,266.4,0.0961,6
92000,3240,0.4500,3735,0.4480,0.4080,0.3856,0.2930,0.7925,0.002605,-0.0002,0.0137,6340,44019536.8,270.9,0.0975,6
94000,3240,0.4500,3773,0.4492,0.4066,0.3849,0.2923,0.7938,0.002030,0.0001,0.0142,6340,47173959.1,274.4,0.0989,6
96000,3239,0.4499,3748,0.4486,0.4078,0.3854,0.2931,0.8271,0.003243,-0.0001,0.0167,6341,47840811.6,275.0,0.1009,6
98000,3240,0.4500,3770,0.4486,0.4078,0.3850,0.2929,0.8058,0.002616,-0.0011,0.0152,6341,47241855.2,274.4,0.1030,6
100000,3240,0.4500,3752,0.4492,0.4068,0.3841,0.2923,0.8146,0.004580,-0.0005,0.0164,6341,48476529.5,275.3,0.1048,7
102000,3240,0.4500,3760,0.4502,0.4056,0.3832,0.2921,0.8186,0.003425,-0.0006,0.0184,6343,44499917.2,236.0,0.1072,7
104000,3240,0.4500,3737,0.4502,0.4052,0.3833,0.2925,0.8371,0.002035,0.0002,0.0156,6344,42734467.8,249.4,0.1093,7
106000,3239,0.4499,3777,0.4497,0.4062,0.3837,0.2930,0.8032,0.002452,-0.0012,0.0174,6344,42033316.3,255.6,0.1113,7
108000,3240,0.4500,3727,0.4497,0.4064,0.3837,0.2931,0.8091,0.001919,-0.0001,0.0153,6344,42851617.4,265.4,0.1132,7
110000,3240,0.4500,3748,0.4505,0.4050,0.3832,0.2922,0.8255,0.000986,-0.0002,0.0154,6347,45882675.0,282.4,0.1146,7
112000,3240,0.4500,3694,0.4506,0.4049,0.3831,0.2921,0.8114,0.000677,-0.0003,0.0136,6347,49619140.4,298.4,0.1160,7
114000,3240,0.4500,3794,0.4504,0.4052,0.3833,0.2925,0.8443,0.001467,-0.0003,0.0158,6347,51864259.7,305.2,0.1175,7
116000,3240,0.4500,3782,0.4502,0.4058,0.3836,0.2929,0.8250,0.001679,-0.0004,0.0173,6347,50664432.3,298.4,0.1197,7
118000,3240,0.4500,3719,0.4501,0.4056,0.3824,0.2927,0.8104,0.000513,0.0002,0.0152,6347,50923668.3,297.6,0.1216,7
120000,3240,0.4500,3732,0.4517,0.4048,0.3827,0.2931,0.8172,0.004266,-0.0011,0.0201,6348,49612263.4,293.6,0.1237,8
122000,3240,0.4500,3778,0.4519,0.4052,0.3837,0.2936,0.8113,0.003698,-0.0002,0.0185,6350,45657427.2,285.5,0.1262,8
124000,3240,0.4500,3700,0.4515,0.4059,0.3832,0.2938,0.8076,0.001170,0.0004,0.0149,6350,46346815.6,285.8,0.1281,8
126000,3240,0.4500,3721,0.4511,0.4066,0.3832,0.2940,0.8048,0.000522,-0.0005,0.0148,6351,45150412.5,282.2,0.1304,8
128000,3240,0.4500,3735,0.4519,0.4055,0.3828,0.2932,0.8136,0.000484,-0.0001,0.0134,6352,46863940.4,284.9,0.1321,8
130000,3240,0.4500,3734,0.4519,0.4054,0.3828,0.2932,0.8364,0.000472,-0.0003,0.0145,6352,50369960.1,290.6,0.1335,8
132000,3240,0.4500,3726,0.4513,0.4065,0.3834,0.2939,0.8285,0.001764,-0.0004,0.0147,6352,53582915.8,295.5,0.1349,8
134000,3240,0.4500,3721,0.4509,0.4070,0.3836,0.2942,0.7928,0.001178,-0.0002,0.0147,6353,54502744.6,295.9,0.1367,8
136000,3240,0.4500,3751,0.4506,0.4073,0.3835,0.2943,0.8358,0.000776,0.0001,0.0158,6353,52630423.5,292.6,0.1390,8
138000,3240,0.4500,3727,0.4508,0.4073,0.3836,0.2946,0.8107,0.001873,-0.0006,0.0167,6354,53824655.5,293.2,0.1408,9
140000,3238,0.4497,3755,0.4507,0.4073,0.3837,0.2948,0.7917,0.003301,-0.0003,0.0167,6356,50908247.9,290.0,0.1431,9
142000,3240,0.4500,3773,0.4503,0.4077,0.3833,0.2950,0.8024,0.000272,-0.0006,0.0143,6359,48708980.6,287.1,0.1454,9
144000,3240,0.4500,3777,0.4498,0.4087,0.3837,0.2955,0.8083,0.002327,-0.0002,0.0167,6359,48770163.7,286.7,0.1474,9
146000,3240,0.4500,3748,0.4497,0.4091,0.3837,0.2958,0.8336,0.001845,0.0006,0.0157,6359,48560046.7,285.8,0.1495,9
148000,3240,0.4500,3771,0.4495,0.4094,0.3840,0.2962,0.7859,0.000937,-0.0008,0.0151,6359,50936299.2,287.5,0.1512,9
150000,3240,0.4500,3756,0.4493,0.4097,0.3840,0.2963,0.8107,0.000571,-0.0003,0.0146,6359,54390742.5,290.7,0.1526,9
152000,3240,0.4500,3730,0.4495,0.4093,0.3840,0.2961,0.7986,0.000575,-0.0006,0.0150,6359,56832115.8,368.7,0.1541,9
154000,3238,0.4497,3733,0.4487,0.4107,0.3848,0.2971,0.8315,0.002062,0.0004,0.0171,6360,56018830.4,323.1,0.1560,9
156000,3240,0.4500,3735,0.4488,0.4107,0.3846,0.2970,0.8155,0.001421,-0.0002,0.0147,6360,55328103.4,305.6,0.1581,9
158000,3240,0.4500,3702,0.4487,0.4110,0.3856,0.2974,0.7782,0.000642,-0.0009,0.0158,6360,55644825.7,298.1,0.1601,10
160000,3238,0.4497,3683,0.4485,0.4117,0.3865,0.2979,0.8045,0.001444,-0.0000,0.0163,6361,52359199.0,277.5,0.1626,10
162000,3240,0.4500,3709,0.4481,0.4120,0.3862,0.2980,0.8124,0.001800,-0.0002,0.0157,6362,51791807.4,276.1,0.1647,10
164000,3239,0.4499,3719,0.4478,0.4128,0.3865,0.2985,0.7971,0.002254,-0.0002,0.0158,6362,50466908.3,271.5,0.1669,10
166000,3240,0.4500,3699,0.4469,0.4144,0.3870,0.2993,0.8024,0.001112,-0.0001,0.0140,6363,51260953.0,272.9,0.1689,10
168000,3240,0.4500,3664,0.4471,0.4142,0.3869,0.2992,0.8076,0.001112,-0.0003,0.0136,6363,54623531.8,282.1,0.1703,10
170000,3240,0.4500,3737,0.4470,0.4143,0.3869,0.2993,0.7990,0.001166,-0.0001,0.0147,6363,57910345.0,289.8,0.1718,10
172000,3240,0.4500,3698,0.4476,0.4131,0.3866,0.2986,0.8076,0.002753,-0.0004,0.0165,6365,59166725.0,292.2,0.1735,10
174000,3240,0.4500,3722,0.4470,0.4139,0.3865,0.2990,0.8021,0.002006,0.0001,0.0156,6368,57062236.6,287.0,0.1758,10
176000,3240,0.4500,3709,0.4483,0.4126,0.3865,0.2976,0.8224,0.001827,0.0001,0.0151,6370,58012782.1,287.0,0.1778,11
178000,3240,0.4500,3756,0.4486,0.4123,0.3868,0.2987,0.7922,0.003430,-0.0003,0.0160,6373,55960854.2,282.8,0.1801,11
180000,3240,0.4500,3737,0.4490,0.4113,0.3860,0.2982,0.7864,0.000654,-0.0009,0.0156,6377,52346687.2,277.8,0.1826,11
182000,3240,0.4500,3685,0.4488,0.4117,0.3862,0.2985,0.8187,0.002229,-0.0002,0.0157,6379,52692471.0,278.3,0.1845,11
