tick,N,density,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h,max_gen
2000,200,0.0278,287,0.5331,0.5427,0.3902,0.5996,0.8806,0.282016,-0.3422,0.4064,478,57008.8,680.8,0.0008,5
4000,3240,0.4500,3630,0.7154,0.7639,0.2686,0.6148,0.5116,0.128274,-0.2661,0.3085,1780,603635.5,297.9,0.0037,8
6000,3240,0.4500,3634,0.6978,0.7401,0.2585,0.6094,0.9253,0.104001,-0.0437,0.0569,1978,3798910.3,244.6,0.0068,8
8000,3238,0.4497,3620,0.5033,0.4208,0.1853,0.6539,0.7274,0.105778,-0.1110,0.1456,2373,3127578.1,190.5,0.0117,6
10000,3239,0.4499,3585,0.4971,0.4134,0.1712,0.6442,0.9089,0.094046,-0.0256,0.0399,2427,6471070.3,180.7,0.0154,6
12000,3238,0.4497,3697,0.4965,0.4100,0.1615,0.6379,0.9042,0.091964,-0.0111,0.0231,2433,10282512.7,178.2,0.0187,6
14000,3240,0.4500,3667,0.4607,0.4100,0.1662,0.6236,0.8642,0.084049,-0.0237,0.0430,2503,11410885.1,170.4,0.0228,4
16000,3239,0.4499,3696,0.4516,0.4128,0.1596,0.6040,0.9065,0.077968,-0.0097,0.0235,2601,12797315.1,166.2,0.0267,3
18000,3240,0.4500,3568,0.4139,0.4301,0.1619,0.6203,0.9386,0.067878,-0.0192,0.0345,2656,11203175.5,161.5,0.0310,3
20000,3240,0.4500,3501,0.4171,0.4350,0.1575,0.6224,0.9362,0.062333,-0.0052,0.0161,2689,12521025.9,162.0,0.0343,3
22000,3240,0.4500,3312,0.4461,0.4382,0.1520,0.6364,0.9583,0.053345,-0.0065,0.0189,2716,12890209.3,162.7,0.0376,3
24000,3240,0.4500,3359,0.4278,0.4376,0.1803,0.6065,0.9385,0.049588,-0.0119,0.0240,2926,12961466.3,161.8,0.0412,3
26000,3240,0.4500,3395,0.4228,0.4476,0.1879,0.5908,0.9465,0.047389,-0.0053,0.0149,2979,14838837.1,162.9,0.0443,3
28000,3240,0.4500,3312,0.4522,0.4471,0.1915,0.6043,0.9426,0.042909,-0.0021,0.0127,3023,15876816.5,163.6,0.0476,3
30000,3240,0.4500,3371,0.4270,0.4424,0.2064,0.5727,0.9472,0.040188,-0.0087,0.0194,3078,15985053.1,163.7,0.0509,3
32000,3240,0.4500,3490,0.3896,0.4570,0.2267,0.5336,0.9290,0.037358,-0.0088,0.0241,3154,16179538.2,163.9,0.0542,3
34000,3240,0.4500,3685,0.3172,0.4678,0.2590,0.4898,0.8800,0.034056,-0.0047,0.0197,3209,16096374.4,163.7,0.0577,3
36000,3239,0.4499,3836,0.2705,0.4861,0.2785,0.4612,0.8989,0.031638,-0.0024,0.0174,3247,17093499.8,164.6,0.0607,3
38000,3240,0.4500,4027,0.2173,0.5045,0.2809,0.4310,0.8862,0.029749,-0.0024,0.0160,3267,18098051.5,165.5,0.0638,3
40000,3240,0.4500,4174,0.1901,0.5188,0.2727,0.4133,0.9056,0.024173,0.0003,0.0130,3277,20293621.1,167.0,0.0665,4
42000,3240,0.4500,4210,0.2248,0.5377,0.2901,0.4072,0.9230,0.021525,-0.0024,0.0162,3323,22526224.4,168.6,0.0692,4
44000,3240,0.4500,4117,0.2905,0.5955,0.3282,0.4086,0.9484,0.019681,-0.0037,0.0164,3568,22360030.2,166.0,0.0736,4
46000,3240,0.4500,4052,0.3325,0.6290,0.3546,0.4144,0.9595,0.017965,0.0005,0.0117,3684,24005671.5,160.8,0.0795,4
48000,3239,0.4499,4038,0.3416,0.6252,0.3503,0.4026,0.9565,0.016919,0.0001,0.0113,3686,25918655.5,157.6,0.0846,4
50000,3239,0.4499,4096,0.3459,0.6237,0.3455,0.3956,0.9597,0.015913,-0.0015,0.0123,3688,26572122.8,154.1,0.0901,4
52000,3240,0.4500,4119,0.3393,0.6313,0.3450,0.3940,0.9633,0.014065,-0.0007,0.0095,3701,24812711.0,78.3,0.0972,4
54000,3240,0.4500,4127,0.3354,0.6340,0.3428,0.3954,0.9643,0.013208,-0.0007,0.0068,3703,25657512.4,83.2,0.1035,4
56000,3240,0.4500,4062,0.3362,0.6356,0.3547,0.4077,0.9535,0.012141,-0.0014,0.0079,3736,24875965.7,77.7,0.1116,4
58000,3240,0.4500,4121,0.3357,0.6387,0.3561,0.4021,0.9685,0.011727,-0.0000,0.0076,3739,25561312.5,79.0,0.1182,4
60000,3240,0.4500,4155,0.3383,0.6449,0.3592,0.4053,0.9682,0.010973,-0.0010,0.0066,3743,28310923.7,83.5,0.1234,5
62000,3240,0.4500,4116,0.3577,0.6572,0.3706,0.4144,0.9684,0.010013,0.0004,0.0074,3745,28884448.0,84.4,0.1296,5
64000,3240,0.4500,4105,0.3637,0.6619,0.3739,0.4131,0.9715,0.009118,0.0004,0.0058,3745,29946852.8,84.5,0.1361,5
66000,3240,0.4500,4060,0.3724,0.6653,0.3777,0.4160,0.9693,0.008711,-0.0009,0.0074,3750,30889248.8,83.7,0.1432,5
68000,3240,0.4500,4062,0.3608,0.6741,0.3815,0.4226,0.9728,0.008171,0.0001,0.0058,3752,31324025.4,84.3,0.1494,5
70000,3240,0.4500,4066,0.3578,0.6733,0.3815,0.4219,0.9605,0.007342,-0.0001,0.0082,3754,26893819.8,82.6,0.1574,5
72000,3240,0.4500,4054,0.3569,0.6752,0.3812,0.4209,0.9596,0.006781,-0.0006,0.0080,3754,25816122.9,82.8,0.1639,5
74000,3240,0.4500,3990,0.3606,0.6664,0.3872,0.4431,0.9733,0.006450,-0.0004,0.0083,3755,25621319.1,85.9,0.1677,5
76000,3240,0.4500,4015,0.3607,0.6651,0.3863,0.4438,0.9682,0.006091,0.0007,0.0066,3755,26969219.4,89.1,0.1712,5
78000,3240,0.4500,3997,0.3532,0.6707,0.3891,0.4480,0.9655,0.005634,-0.0003,0.0059,3755,27871773.7,92.4,0.1743,6
80000,3240,0.4500,4051,0.3565,0.6723,0.3906,0.4489,0.9627,0.006072,0.0003,0.0068,3755,30692292.5,95.5,0.1773,6
82000,3239,0.4499,4041,0.3564,0.6718,0.3902,0.4486,0.9678,0.005778,-0.0001,0.0076,3755,30857941.8,97.9,0.1809,6
84000,3240,0.4500,4024,0.3609,0.6805,0.3969,0.4552,0.9679,0.004794,-0.0004,0.0079,3755,31022569.9,99.8,0.1847,6
86000,3240,0.4500,3998,0.3562,0.6866,0.4002,0.4595,0.9665,0.004270,-0.0001,0.0061,3755,32554151.2,102.4,0.1878,6
88000,3240,0.4500,3948,0.3561,0.6871,0.4001,0.4595,0.9688,0.004865,-0.0010,0.0088,3755,32504056.7,103.9,0.1917,6
90000,3240,0.4500,3965,0.3543,0.6890,0.3995,0.4600,0.9664,0.004651,-0.0003,0.0078,3755,30057411.5,104.9,0.1961,6
92000,3239,0.4499,3954,0.3545,0.6874,0.3987,0.4616,0.9539,0.003461,-0.0001,0.0048,3755,31345398.8,107.1,0.1991,6
94000,3240,0.4500,3934,0.3542,0.6783,0.3918,0.4688,0.9637,0.003212,0.0000,0.0050,3755,30874678.0,108.8,0.2024,6
96000,3239,0.4499,3914,0.3543,0.6783,0.3917,0.4688,0.9615,0.003788,-0.0001,0.0062,3755,32088893.3,110.7,0.2055,6
98000,3240,0.4500,3891,0.3554,0.6786,0.3920,0.4691,0.9552,0.003469,-0.0005,0.0054,3755,34141271.1,112.8,0.2083,7
100000,3239,0.4499,3943,0.3575,0.6793,0.3929,0.4696,0.9623,0.003775,0.0000,0.0073,3755,35375358.0,114.3,0.2116,7
102000,3240,0.4500,3942,0.3588,0.6790,0.3931,0.4695,0.9659,0.002897,0.0004,0.0064,3755,35536279.3,126.3,0.2160,7
104000,3239,0.4499,3915,0.3601,0.6790,0.3934,0.4695,0.9626,0.003403,-0.0005,0.0058,3755,36546620.7,143.9,0.2193,7
106000,3240,0.4500,3913,0.3606,0.6785,0.3931,0.4692,0.9664,0.002360,0.0005,0.0054,3755,37490273.2,155.0,0.2224,7
108000,3240,0.4500,3945,0.3565,0.6827,0.3920,0.4699,0.9669,0.002533,0.0001,0.0057,3755,34649260.3,149.5,0.2265,7
110000,3240,0.4500,3928,0.3565,0.6829,0.3919,0.4701,0.9525,0.001885,0.0000,0.0043,3755,33579452.0,149.8,0.2301,7
112000,3239,0.4499,3906,0.3566,0.6755,0.3859,0.4757,0.9582,0.003753,0.0001,0.0072,3755,33260747.1,151.3,0.2336,7
114000,3240,0.4500,3939,0.3566,0.6744,0.3836,0.4750,0.9607,0.002823,-0.0002,0.0047,3757,34026630.6,153.9,0.2369,7
116000,3240,0.4500,3902,0.3567,0.6744,0.3834,0.4749,0.9559,0.001938,-0.0000,0.0046,3759,34742033.8,153.1,0.2406,7
118000,3240,0.4500,3890,0.3573,0.6744,0.3835,0.4749,0.9591,0.002536,-0.0001,0.0053,3760,37398497.3,157.4,0.2434,8
120000,3240,0.4500,3920,0.3566,0.6723,0.3820,0.4732,0.9589,0.002347,-0.0004,0.0059,3761,37331670.8,157.9,0.2468,8
122000,3239,0.4499,3928,0.3575,0.6726,0.3823,0.4735,0.9617,0.002309,0.0000,0.0061,3761,37598561.5,158.2,0.2502,8
124000,3239,0.4499,3915,0.3582,0.6716,0.3817,0.4728,0.9656,0.002083,-0.0001,0.0051,3761,38602527.3,157.2,0.2540,8
126000,3240,0.4500,3886,0.3581,0.6716,0.3816,0.4728,0.9651,0.002296,-0.0003,0.0057,3762,39044622.6,154.0,0.2585,8
128000,3240,0.4500,3884,0.3554,0.6741,0.3810,0.4733,0.9633,0.001670,-0.0002,0.0042,3764,35668134.3,154.7,0.2619,8
130000,3240,0.4500,3888,0.3553,0.6746,0.3810,0.4723,0.9582,0.001305,-0.0001,0.0041,3765,35428322.9,156.4,0.2649,8
132000,3240,0.4500,3875,0.3552,0.6742,0.3800,0.4716,0.9549,0.001135,-0.0002,0.0046,3767,35192058.4,157.1,0.2682,8
134000,3240,0.4500,3890,0.3552,0.6743,0.3799,0.4713,0.9575,0.001374,0.0001,0.0040,3769,36366164.2,158.3,0.2713,8
136000,3240,0.4500,3947,0.3564,0.6744,0.3800,0.4713,0.9574,0.000879,0.0002,0.0035,3770,37644664.4,160.6,0.2739,9
138000,3239,0.4499,3911,0.3563,0.6744,0.3799,0.4712,0.9633,0.003624,-0.0003,0.0060,3770,39562294.7,161.7,0.2769,9
140000,3239,0.4499,3917,0.3573,0.6729,0.3789,0.4699,0.9555,0.002904,-0.0000,0.0049,3772,39111661.1,162.3,0.2801,9
142000,3240,0.4500,3886,0.3578,0.6731,0.3791,0.4700,0.9595,0.002107,0.0002,0.0038,3772,39461418.4,162.7,0.2833,9
144000,3240,0.4500,3880,0.3582,0.6728,0.3789,0.4698,0.9655,0.001861,-0.0002,0.0045,3772,40391380.3,164.3,0.2860,9
146000,3240,0.4500,3860,0.3583,0.6728,0.3787,0.4697,0.9515,0.001131,-0.0004,0.0049,3773,38313700.9,165.1,0.2890,9
148000,3240,0.4500,3901,0.3584,0.6731,0.3787,0.4696,0.9577,0.001904,-0.0002,0.0051,3774,35983528.1,165.7,0.2921,9
150000,3236,0.4494,3865,0.3587,0.6733,0.3787,0.4692,0.9584,0.001407,0.0001,0.0046,3775,37075138.5,167.1,0.2947,9
152000,3240,0.4500,3876,0.3585,0.6733,0.3785,0.4683,0.9540,0.001173,0.0000,0.0045,3778,36678747.2,151.4,0.2984,9
154000,3240,0.4500,3871,0.3584,0.6735,0.3786,0.4684,0.9547,0.000565,0.0001,0.0041,3779,37366557.5,171.7,0.3012,9
156000,3240,0.4500,3914,0.3595,0.6735,0.3788,0.4684,0.9617,0.001304,-0.0001,0.0040,3780,39809392.6,185.4,0.3037,10
158000,3239,0.4499,3917,0.3594,0.6727,0.3783,0.4678,0.9596,0.002495,-0.0000,0.0058,3780,39908582.4,183.4,0.3068,10
160000,3239,0.4499,3885,0.3602,0.6730,0.3786,0.4680,0.9567,0.000862,-0.0000,0.0047,3780,40102272.2,182.8,0.3099,10
162000,3239,0.4499,3868,0.3613,0.6721,0.3782,0.4674,0.9587,0.002019,0.0001,0.0043,3782,41105544.4,183.7,0.3128,10
164000,3240,0.4500,3892,0.3620,0.6714,0.3779,0.4670,0.9553,0.001404,-0.0000,0.0044,3783,41411994.4,186.7,0.3155,10
166000,3240,0.4500,3856,0.3621,0.6715,0.3779,0.4670,0.9534,0.000822,-0.0001,0.0046,3785,37939627.4,185.6,0.3186,10
168000,3240,0.4500,3853,0.3622,0.6716,0.3780,0.4669,0.9547,0.000573,-0.0001,0.0043,3788,37374315.8,186.0,0.3216,10
170000,3240,0.4500,3855,0.3622,0.6721,0.3781,0.4660,0.9525,0.002481,-0.0001,0.0050,3789,36874175.6,184.7,0.3248,10
172000,3239,0.4499,3857,0.3623,0.6725,0.3783,0.4653,0.9585,0.000340,0.0000,0.0040,3789,37728722.1,184.2,0.3279,10
174000,3240,0.4500,3876,0.3626,0.6723,0.3780,0.4651,0.9534,0.000316,-0.0001,0.0040,3791,38603273.1,187.6,0.3302,11
176000,3240,0.4500,3854,0.3629,0.6723,0.3782,0.4651,0.9565,0.001658,-0.0001,0.0052,3791,40997403.5,190.9,0.3325,11
178000,3240,0.4500,3839,0.3638,0.6723,0.3784,0.4651,0.9521,0.002051,-0.0002,0.0051,3792,40456238.2,191.4,0.3353,11
180000,3240,0.4500,3875,0.3650,0.6725,0.3789,0.4652,0.9608,0.001988,-0.0003,0.0054,3793,40527983.4,189.3,0.3387,11
182000,3240,0.4500,3851,0.3663,0.6709,0.3780,0.4640,0.9608,0.001683,-0.0005,0.0046,3793,41617470.5,188.1,0.3420,11
184000,3240,0.4500,3860,0.3670,0.6703,0.3777,0.4637,0.9556,0.001718,-0.0001,0.0061,3794,40690372.7,185.7,0.3456,11
186000,3240,0.4500,3843,0.3671,0.6702,0.3778,0.4636,0.9647,0.001562,-0.0004,0.0057,3794,37601898.7,182.7,0.3494,11
188000,3240,0.4500,3842,0.3671,0.6702,0.3776,0.4635,0.9555,0.002084,-0.0004,0.0045,3794,38536566.4,182.0,0.3527,11
190000,3240,0.4500,3860,0.3668,0.6708,0.3776,0.4620,0.9636,0.002352,-0.0000,0.0044,3795,37493302.0,180.9,0.3561,11
192000,3240,0.4500,3842,0.3665,0.6708,0.3774,0.4620,0.9577,0.001495,0.0001,0.0043,3795,38493127.6,179.6,0.3597,11
194000,3240,0.4500,3861,0.3666,0.6702,0.3770,0.4616,0.9553,0.001719,-0.0001,0.0039,3795,40338527.0,178.9,0.3630,12
196000,3240,0.4500,3892,0.3669,0.6697,0.3766,0.4614,0.9513,0.001889,-0.0004,0.0066,3795,41246193.7,177.9,0.3665,12
198000,3240,0.4500,3898,0.3688,0.6708,0.3774,0.4621,0.9606,0.002934,-0.0002,0.0054,3795,41046221.3,177.1,0.3700,12
200000,3240,0.4500,3832,0.3690,0.6703,0.3770,0.4618,0.9602,0.002602,0.0002,0.0036,3795,41816109.4,177.4,0.3730,12
202000,3240,0.4500,3831,0.3706,0.6689,0.3763,0.4610,0.9614,0.002084,0.0001,0.0039,3795,42241286.8,184.5,0.3760,12
204000,3240,0.4500,3844,0.3703,0.6691,0.3764,0.4611,0.9551,0.002414,-0.0005,0.0054,3796,39293382.5,179.3,0.3792,12
206000,3240,0.4500,3847,0.3703,0.6692,0.3764,0.4610,0.9514,0.001848,-0.0002,0.0044,3796,38091157.7,180.1,0.3823,12
208000,3240,0.4500,3809,0.3705,0.6686,0.3761,0.4624,0.9520,0.003683,-0.0002,0.0068,3798,37785263.1,178.6,0.3854,12
210000,3240,0.4500,3815,0.3704,0.6689,0.3761,0.4616,0.9497,0.003210,0.0001,0.0041,3799,38191850.7,177.3,0.3887,12
212000,3240,0.4500,3818,0.3702,0.6688,0.3760,0.4616,0.9500,0.002474,0.0001,0.0039,3800,39047474.1,178.3,0.3917,12
214000,3240,0.4500,3844,0.3713,0.6687,0.3763,0.4616,0.9466,0.002998,-0.0002,0.0050,3801,41451155.9,178.0,0.3948,13
216000,3240,0.4500,3813,0.3715,0.6681,0.3759,0.4611,0.9502,0.003014,-0.0003,0.0056,3802,41061047.1,176.5,0.3982,13
218000,3239,0.4499,3822,0.3735,0.6684,0.3764,0.4612,0.9504,0.004063,-0.0000,0.0054,3807,41181710.1,176.1,0.4014,13
220000,3240,0.4500,3832,0.3737,0.6674,0.3758,0.4605,0.9547,0.003365,-0.0001,0.0045,3808,41828799.4,177.3,0.4043,13
222000,3240,0.4500,3837,0.3741,0.6671,0.3757,0.4604,0.9531,0.003178,-0.0000,0.0054,3810,41904722.6,178.6,0.4072,13
224000,3240,0.4500,3807,0.3743,0.6672,0.3758,0.4603,0.9501,0.002942,-0.0000,0.0044,3810,39015634.1,177.9,0.4105,13
226000,3240,0.4500,3789,0.3744,0.6670,0.3759,0.4606,0.9498,0.003421,-0.0001,0.0044,3811,38772814.4,178.7,0.4134,13
228000,3240,0.4500,3801,0.3744,0.6681,0.3764,0.4593,0.9440,0.003818,-0.0003,0.0046,3811,37689670.9,179.6,0.4163,13
230000,3240,0.4500,3812,0.3744,0.6680,0.3765,0.4593,0.9368,0.003663,-0.0003,0.0044,3813,38861917.0,180.1,0.4193,13
232000,3240,0.4500,3855,0.3751,0.6677,0.3765,0.4591,0.9498,0.003676,0.0000,0.0038,3813,40343344.7,180.1,0.4223,14
234000,3239,0.4499,3839,0.3761,0.6679,0.3768,0.4592,0.9537,0.004629,-0.0002,0.0059,3813,41986962.6,182.2,0.4248,14
236000,3239,0.4499,3862,0.3758,0.6643,0.3745,0.4565,0.9511,0.003935,-0.0002,0.0056,3816,41202900.0,182.9,0.4277,14
238000,3240,0.4500,3800,0.3777,0.6649,0.3752,0.4570,0.9612,0.004027,-0.0001,0.0040,3817,41446433.0,183.7,0.4305,14
240000,3240,0.4500,3825,0.3783,0.6644,0.3752,0.4568,0.9537,0.004997,-0.0002,0.0049,3817,42119497.1,185.8,0.4328,14
242000,3240,0.4500,3800,0.3790,0.6639,0.3749,0.4567,0.9491,0.004203,-0.0001,0.0052,3818,40330367.0,187.1,0.4353,14
244000,3240,0.4500,3793,0.3792,0.6642,0.3750,0.4563,0.9452,0.003996,0.0000,0.0043,3818,38437968.3,188.1,0.4380,14
246000,3240,0.4500,3812,0.3791,0.6639,0.3747,0.4563,0.9516,0.004591,-0.0001,0.0049,3818,39315739.0,189.6,0.4404,14
248000,3240,0.4500,3808,0.3791,0.6643,0.3750,0.4555,0.9493,0.004800,-0.0003,0.0044,3820,38487718.1,190.0,0.4432,14
250000,3240,0.4500,3790,0.3792,0.6642,0.3749,0.4556,0.9564,0.004819,-0.0003,0.0046,3820,39408873.0,191.5,0.4455,14
252000,3240,0.4500,3785,0.3801,0.6647,0.3755,0.4560,0.9507,0.004870,-0.0002,0.0043,3821,41775453.2,189.7,0.4484,15
254000,3239,0.4499,3828,0.3797,0.6633,0.3746,0.4548,0.9506,0.005980,-0.0003,0.0066,3821,41438444.6,190.3,0.4513,15
256000,3240,0.4500,3823,0.3799,0.6619,0.3738,0.4537,0.9458,0.005283,-0.0000,0.0051,3822,41480019.1,184.8,0.4545,15
258000,3240,0.4500,3775,0.3809,0.6611,0.3734,0.4532,0.9560,0.005441,-0.0001,0.0044,3822,42090565.6,188.1,0.4573,15
260000,3240,0.4500,3812,0.3819,0.6601,0.3728,0.4525,0.9519,0.005185,-0.0001,0.0047,3824,42392056.2,193.1,0.4599,15
262000,3240,0.4500,3814,0.3821,0.6599,0.3729,0.4522,0.9545,0.005209,-0.0002,0.0051,3824,39542622.9,192.0,0.4629,15
264000,3240,0.4500,3797,0.3821,0.6604,0.3728,0.4517,0.9489,0.005161,0.0001,0.0047,3827,39062428.0,193.3,0.4656,15
266000,3240,0.4500,3782,0.3820,0.6603,0.3726,0.4515,0.9529,0.004313,0.0001,0.0051,3829,38204234.3,193.7,0.4684,15
268000,3240,0.4500,3813,0.3819,0.6601,0.3724,0.4514,0.9472,0.003798,0.0001,0.0039,3832,39119280.5,195.6,0.4711,15
270000,3240,0.4500,3823,0.3830,0.6602,0.3725,0.4516,0.9503,0.003814,0.0001,0.0042,3836,40294150.3,197.4,0.4736,16
272000,3240,0.4500,3865,0.3835,0.6603,0.3726,0.4517,0.9546,0.004126,0.0001,0.0053,3838,42422092.3,196.7,0.4766,16
274000,3239,0.4499,3855,0.3831,0.6584,0.3713,0.4499,0.9531,0.003941,-0.0001,0.0053,3840,41498838.1,193.7,0.4799,16
